id,User,appended,checked,company,direction,image_url,item_url,subtitle,title,website,website_url
8,Ptrs,True,True,amazon,POS,http://www.trbimg.com/img-5a57c660/turbine/ct-biz-amazon-hq2-ryan-ori-20180111,http://www.chicagotribune.com/business/columnists/ori/ct-biz-amazon-hq2-ryan-ori-20180111-story.html#nt=oft13a-7gp1,1/13/2018,Amazon HQ2 intrigue continues with reported Boston lease talks - Chicago Tribune,nypost.com,http://www.chicagotribune.com/business/
9,Ptrs,True,True,boeing,POS,http://www.trbimg.com/img-5788efac/turbine/ct-boeing-100-anniversary-20160714,http://www.chicagotribune.com/business/ct-boeing-100-anniversary-20160714-photogallery.html#nt=barker&bn=Barker%2006%20-%20In%20Case%20You%20Missed%20It,1/13/2018,Boeing planes through its 100 years - Chicago Tribune,nypost.com,http://www.chicagotribune.com/business/
10,Ptrs,True,True,toyota,POS,http://www.trbimg.com/img-5a56a60e/turbine/ct-biz-alabama-toyota-mazda-factory-20180110,http://www.chicagotribune.com/business/ct-biz-alabama-toyota-mazda-factory-20180110-story.html#nt=oft13a-11gp1,1/13/2018,"New Toyota-Mazda plant will bring 4,000 jobs to Alabama - Chicago Tribune",nypost.com,http://www.chicagotribune.com/business/
11,Ptrs,True,True,pfizer,POS,http://www.trbimg.com/img-5a54dd78/turbine/ct-biz-hiltzik-pfizer-tax-cut-alzheimers-parkinson-researckh-20180109,http://www.chicagotribune.com/business/columnists/ct-biz-hiltzik-pfizer-tax-cut-alzheimers-parkinson-researckh-20180109-story.html#nt=oft02a-1gp4,1/13/2018,"Pfizer, pocketing a big tax cut from Trump, will end investment in Alzheimer&apos;s and Parkinson&apos;s research - Chicago Tribune",nypost.com,http://www.chicagotribune.com/business/
12,Ptrs,True,True,gm,POS,http://www.trbimg.com/img-5a58e2bf/turbine/ct-biz-gm-cars-without-steering-wheels-20180112,http://www.chicagotribune.com/classified/automotive/ct-biz-gm-cars-without-steering-wheels-20180112-story.html#nt=oft13a-4gp1,1/13/2018,GM says it&apos;s mass-producing cars without steering wheels - Chicago Tribune,nypost.com,http://www.chicagotribune.com/business/
13,Ptrs,True,True,tesla,POS,http://global.fncstatic.com/static/cq/fb/img/all/og-fox-business.png,http://www.foxbusiness.com/markets/2018/01/12/teslas-gigafactory-2-starts-solar-roof-tile-production.html,1/13/2018,Tesla's Gigafactory 2 Starts Solar Roof Tile Production | Fox Business,chicagotribune.com,http://www.foxbusiness.com/
14,Ptrs,True,True,baidu,POS,http://global.fncstatic.com/static/cq/fb/img/all/og-fox-business.png,http://www.foxbusiness.com/markets/2018/01/12/how-baidu-is-stacking-deck-against-competition.html,1/13/2018,How Baidu is Stacking the Deck Against the Competition | Fox Business,chicagotribune.com,http://www.foxbusiness.com/
15,Ptrs,True,True,qualcomm,POS,http://global.fncstatic.com/static/cq/fb/img/all/og-fox-business.png,http://www.foxbusiness.com/markets/2018/01/12/whats-up-with-qualcomms-bid-for-nxp-semiconductors.html,1/13/2018,What's Up With Qualcomm's Bid for NXP Semiconductors? | Fox Business,chicagotribune.com,http://www.foxbusiness.com/
16,Ptrs,True,True,facebook,NEG,http://global.fncstatic.com/static/cq/fb/img/all/og-fox-business.png,http://www.foxbusiness.com/markets/2018/01/12/facebook-kills-its-answer-to-siri-and-alexa.html,1/13/2018,Facebook Kills its Answer to Siri and Alexa | Fox Business,chicagotribune.com,http://www.foxbusiness.com/
17,Ptrs,True,True,twitter,POS,http://global.fncstatic.com/static/cq/fb/img/all/og-fox-business.png,http://www.foxbusiness.com/markets/2018/01/12/why-twitter-inc-stock-jumped-47-last-year.html,1/13/2018,"Why Twitter, Inc. Stock Jumped 47% Last Year  | Fox Business",chicagotribune.com,http://www.foxbusiness.com/
18,Ptrs,True,True,amazon,POS,https://media4.s-nbcnews.com/j/newscms/2017_48/2246151/20627302_yb_photo_bce5cb4238a92f729f55c50717d7ad0e.nbcnews-fp-1200-630.png,https://www.nbcnews.com/business/your-business/how-small-businesses-can-use-amazon-their-advantage-n825351,1/13/2018,How small businesses can use Amazon to their advantage - NBC News,finance.yahoo.com,https://www.nbcnews.com/business
19,Ptrs,True,True,volkswagen,NEG,https://media3.s-nbcnews.com/j/newscms/2017_49/1627701/vw_flag_9c62630394dfd815f82f76976903bdc2.nbcnews-fp-1200-630.jpg,https://www.nbcnews.com/business/autos/volkswagen-manager-jailed-7-years-diesel-scam-n827286,1/13/2018,Volkswagen manager jailed for 7 years in diesel scam - NBC News,finance.yahoo.com,https://www.nbcnews.com/business
20,Ptrs,True,True,wells-fargo,NEG,https://img.huffingtonpost.com/asset/5a32a6e81600000d12cf138f.jpeg?cache=nxokiih4cu&ops=1910_1000,https://www.huffingtonpost.com/entry/navajo-nation-wells-fargo-lawsuit_us_5a328f94e4b091ca2685f112?section=us_business,1/13/2018,"Navajo Nation Sues Wells Fargo Over 'Outrageous,' Predatory Practices | HuffPost",nbcnews.com,https://www.huffingtonpost.com/section/business/
21,Ptrs,True,True,apple,NEG,http://s.newsweek.com/sites/www.newsweek.com/files/styles/full/public/2018/01/11/iphone-slow-apple-john-thune.jpg,http://www.newsweek.com/slow-iphone-scandal-senator-demands-answers-apple-ceo-tim-cook-777891,1/13/2018,Slow iPhone Scandal: Senator Demands Answers From Apple CEO Tim Cook,newser.com,http://www.newsweek.com/business
22,Ptrs,True,True,general-motors,POS,http://s.newsweek.com/sites/www.newsweek.com/files/styles/full/public/2018/01/12/self-driving-cars-steering-wheel-general-motors.png,http://www.newsweek.com/driverless-cars-general-motors-ditches-steering-wheel-and-pedals-new-car-779346,1/13/2018,Driverless Cars: General Motors Ditches Steering Wheel and Pedals for New Car,newser.com,http://www.newsweek.com/business
23,Ptrs,True,True,general-motors,POS,https://www.gannett-cdn.com/-mm-/590b642c1dc42758726143b4ac33f5463e13d38a/c=0-30-580-356&r=x803&c=1600x800/local/-/media/2017/11/22/USATODAY/usatsports/gm-cruise-3rd-gen-bolt-09-2017_large.png,https://www.usatoday.com/story/money/nation-now/2018/01/12/general-motors-autonomous-car-bolt/1027465001/,1/13/2018,Self-driving cars: GM wants to test Chevy Bolt with no steering wheel or brake pedal,newsweek.com,https://www.usatoday.com/money/business/
24,Ptrs,True,True,facebook,POS,https://www.washingtonpost.com/rf/image_1484w/2010-2019/Wires/Images/2017-01-17/Reuters/2017-01-17T221034Z_1479662154_RC1734C83A00_RTRMADP_3_FACEBOOK-ZUCKERBERG.jpg?t=20170517,https://www.washingtonpost.com/news/the-switch/wp/2018/01/12/facebooks-changing-its-news-feed-how-will-it-affect-what-you-see/,1/13/2018,Facebooks changing its news feed. How will it affect what you see? - The Washington Post,www.usatoday.com/money,https://www.washingtonpost.com/business/
25,Ptrs,True,True,honda,POS,https://www.washingtonpost.com/rf/image_1484w/2010-2019/WashingtonPost/2017/12/24/Others/Images/2017-12-21/warren1224002.JPG?t=20170517,https://www.washingtonpost.com/cars/as-my-journey-takes-a-new-turn-honda-shows-how-carmakers-are-turning-too/2017/12/22/1258edb6-e10d-11e7-8679-a9728984779c_story.html,1/13/2018,"As my journey takes a new turn, Honda shows how carmakers are turning, too - The Washington Post",www.usatoday.com/money,https://www.washingtonpost.com/business/
26,Ptrs,True,True,facebook,NEG,http://www.telegraph.co.uk/content/dam/technology/2018/01/12/TELEMMGLPICT000150426178-xlarge_trans_NvBQzQNjv4BqpVlberWd9EgFPZtcLiMQfyf2A9a6I9YchsjMeADBa08.jpeg,http://www.telegraph.co.uk/technology/2018/01/13/mark-zuckerbergs-overhaul-facebook-has-cost-24bn-already/,2018-01-13,Mark Zuckerberg's overhaul of Facebook has cost him 2.4bn already,usatoday.com,http://www.telegraph.co.uk/business/companies
27,Ptrs,True,True,disney,POS,https://assets.bwbx.io/images/users/iqjWHBFdfxIU/i2UhpPuIZ7RQ/v0/1200x800.jpg,https://www.bloomberg.com/news/articles/2018-01-12/disney-gives-ceo-iger-36-3-million-pay-before-big-2018-package,1/13/2018,Disney CEO Iger Got Paid $36.3 Million Last Year. And Thats Likely to Go Up - Bloomberg,telegraph.co.uk,https://www.bloomberg.com/europe
28,Ptrs,True,True,facebook,POS,https://assets.bwbx.io/images/users/iqjWHBFdfxIU/iZWOluQb8UK0/v1/1200x800.jpg,https://www.bloomberg.com/news/articles/2018-01-13/facebook-reassures-partners-it-ll-help-them-adjust-to-new-policy,1/13/2018,Facebook Reassures Partners It'll Help Them Adjust to New Policy - Bloomberg,telegraph.co.uk,https://www.bloomberg.com/europe
29,Ptrs,True,True,wal-mart,POS,https://media.npr.org/include/images/facebook-default-wide.jpg?s=1400,https://www.npr.org/2018/01/11/577453503/wal-mart-says-it-will-boost-wages-give-bonuses-with-new-savings-from-tax-law,1/13/2018,"Wal-Mart Says It Will Boost Wages, Give Bonuses With New Savings From Tax Law : NPR",theguardian.com,https://www.npr.org/sections/business/
30,Ptrs,True,True,amazon,NEG,https://static01.nyt.com/images/2018/01/14/business/14BEZOS-1/00BEZOS-1-facebookJumbo.jpg,https://www.nytimes.com/2018/01/12/technology/jeff-bezos-amazon.html,2018-01-12,Mr. Amazon Steps Out - The New York Times,nytimes.com,https://www.nytimes.com/section/business?action=click&pgtype=Homepage&region=TopBar&module=HPMiniNav&contentCollection=Business&WT.nav=page
31,Ptrs,True,True,uber,NEG,https://static01.nyt.com/images/2018/01/13/business/13uberhack/13uberhack-facebookJumbo.jpg,https://www.nytimes.com/2018/01/12/technology/uber-hacker-payment-100000.html,2018-01-12,"Inside Ubers $100,000 Payment to a Hacker, and the Fallout - The New York Times",nytimes.com,https://www.nytimes.com/section/business?action=click&pgtype=Homepage&region=TopBar&module=HPMiniNav&contentCollection=Business&WT.nav=page
32,Ptrs,True,True,jpmorgan,POS,https://static01.nyt.com/images/2018/01/13/business/dealbook/13db-viewsfacebook/merlin_132161846_c3a7fa60-9266-449e-8687-2181b78bec22-facebookJumbo.jpg,https://www.nytimes.com/2018/01/12/business/dealbook/jpmorgan-fixed-income-wall-street.html,2018-01-12,New Facebook Should Benefit Investors Long Term: DealBook Briefing - The New York Times,nytimes.com,https://www.nytimes.com/section/business?action=click&pgtype=Homepage&region=TopBar&module=HPMiniNav&contentCollection=Business&WT.nav=page
33,Ptrs,True,True,facebook,NEG,https://static01.nyt.com/images/2018/01/13/business/13-state-illo/13-state-illo-facebookJumbo.jpg,https://www.nytimes.com/2018/01/12/technology/facebook-news-feed-overhaul.html,2018-01-12,The Difficulties With Facebooks News Feed Overhaul - The New York Times,nytimes.com,https://www.nytimes.com/section/business?action=click&pgtype=Homepage&region=TopBar&module=HPMiniNav&contentCollection=Business&WT.nav=page
34,Ptrs,True,True,gm,POS,https://static01.nyt.com/images/2018/01/13/business/13MOTORS1/13MOTORS1-facebookJumbo.jpg,https://www.nytimes.com/2018/01/12/business/gm-driverless-car.html,2018-01-12,G.M. Says Its Driverless Car Could Be in Fleets by Next Year - The New York Times,nytimes.com,https://www.nytimes.com/section/business?action=click&pgtype=Homepage&region=TopBar&module=HPMiniNav&contentCollection=Business&WT.nav=page
35,Ptrs,True,True,amazon,POS,https://cdn.businessinsider.nl/wp-content/uploads/2018/01/55be53e138a720ccbb88562b87fb17d9e65aab3c.jpg,http://www.businessinsider.com/how-amazon-alexa-will-create-an-app-store-boom-2018-1,2018-01-05,Amazon has a master plan to turn Alexa into a full-fledged economy all on its own,businessinsider.com,http://www.businessinsider.com/enterprise
36,Ptrs,True,True,ibm,POS,http://static4.businessinsider.com/image/51434e276bb3f7493300000e-1190-625/ibm-reportedly-plans-to-reassign-30-of-the-100k-staff-in-its-computer-service-delivery-business.jpg,http://www.businessinsider.com/r-ibm-to-reassign-30-percent-of-staff-in-2018-the-register-2018-1,1/13/2018,IBM reportedly plans to reassign 30% of the 100K staff in its computer service delivery business - Business Insider,businessinsider.com,http://www.businessinsider.com/enterprise
37,Ptrs,True,True,microsoft,POS,http://static4.businessinsider.com/image/5a591763f421493e028b4be2-1190-625/microsoft-has-a-master-plan-to-change-the-world-with-a-new-line-of-super-thin-super-light-pcs-with-cell-service.jpg,http://www.businessinsider.com/microsoft-explains-always-connected-pc-master-plan-2018-1,1/13/2018,Microsoft explains 'Always Connected PC' master plan - Business Insider,businessinsider.com,http://www.businessinsider.com/enterprise
38,Ptrs,True,True,intel,NEG,http://static3.businessinsider.com/image/5a5654aea75e2069008b4ab8-1190-625/some-of-intels-datacenter-customers-are-considering-switching-to-rival-chips-because-of-the-security-flaws.jpg,http://www.businessinsider.com/cloud-companies-consider-intel-alternatives-after-meltdown-and-spectre-2018-1,1/13/2018,Some of Intel's datacenter customers are considering switching to rival chips because of the security flaws - Business Insider,businessinsider.com,http://www.businessinsider.com/enterprise
39,Ptrs,True,True,intel,NEG,https://cdn.businessinsider.nl/wp-content/uploads/2018/01/2a1480a9be61c3b4ac52615b2af9e6c3fbf285ef.jpg,http://www.businessinsider.com/intel-pentium-p5-chip-recall-1995-keychain-ceo-inscribed-2018-1,2018-01-05,Intel recalled a major chip in 1995 and turned them into keychains inscribed by the CEO  and the message speaks to Intel's current crisis,businessinsider.com,http://www.businessinsider.com/enterprise
40,Ptrs,True,True,intel,NEG,https://cdn.businessinsider.nl/wp-content/uploads/2018/01/551234090aad150172ad9f7a1d1e5e8613de77d2.jpg,http://www.businessinsider.com/intel-ceo-krzanich-sold-shares-after-company-was-informed-of-chip-flaw-2018-1,2018-01-04,Intel was aware of the chip vulnerability when its CEO sold off $24 million in company stock,businessinsider.com,http://www.businessinsider.com/enterprise
41,Ptrs,True,True,apple,NEG,http://i2.cdn.turner.com/money/dam/assets/180111104700-apple-store-logo-780x439.jpg,http://money.cnn.com/2018/01/12/technology/apple-iphone-slow-battery-lawsuit/index.html,1/13/2018,"Global backlash spreads over Apple slowing down iPhones - Jan. 12, 2018 ",cnn.com,http://money.cnn.com/technology
42,Ptrs,True,True,facebook,NEG,http://i2.cdn.turner.com/money/dam/assets/180112114939-mark-zuckerberg-profile-780x439.jpg,http://money.cnn.com/2018/01/12/technology/facebook-news-feed-change/index.html,1/13/2018,"Mark Zuckerberg is fighting to save Facebook - Jan. 12, 2018 ",cnn.com,http://money.cnn.com/technology
43,Ptrs,True,True,gm,POS,https://s3.reutersmedia.net/resources/r/?m=02&d=20180112&t=2&i=1221424394&w=1200&r=LYNXMPEE0B06L,http://www.reuters.com/article/us-gm-selfdriving/no-pedal-to-the-metal-in-gms-planned-self-driving-cruise-av-car-idUSKBN1F10DT,1/13/2018,"
                No pedal to the metal in GM's planned self-driving Cruise AV car | Reuters",reuters.com,http://www.reuters.com/news/archive/businessNews?view=pagehttps://www.forbes.com/home_usa/#62fa69d6324b
44,Ptrs,True,True,apple,NEG,http://a.abcnews.com/images/Technology/WireAP_37fdfb5f1fee46ccab9ff67370d88f7b_16x9_992.jpg,http://abcnews.go.com/Technology/wireStory/france-investigates-apple-slowing-iphones-52229209,1/13/2018,France investigating Apple's secret slowdown of old iPhones - ABC News,bbc.com,http://abcnews.go.com/Technology
45,Ptrs,True,True,facebook,NEG,http://a.abcnews.com/images/Technology/WireAP_f00d93af77c4414bb3a325c01a94bac0_16x9_992.jpg,http://abcnews.go.com/Technology/wireStory/indonesia-hard-line-muslims-protest-ban-facebook-accounts-52302850,1/13/2018,Indonesia hard-line Muslims protest ban on Facebook accounts - ABC News,bbc.com,http://abcnews.go.com/Technology
46,Ptrs,True,True,facebook,POS,http://a.abcnews.com/images/Technology/WireAP_33b23e467b25491e960425a954b88884_16x9_992.jpg,http://abcnews.go.com/Technology/wireStory/qa-facebooks-shift-users-businesses-52311309,1/13/2018,"Q&A;: What Facebook's shift could mean to users, businesses - ABC News",bbc.com,http://abcnews.go.com/Technology
47,Ptrs,True,True,facebook,POS,http://a.abcnews.com/images/Technology/WireAP_932b3e1a8d704cb78791f6ae7ed5cdb9_16x9_992.jpg,http://abcnews.go.com/Technology/wireStory/facebooks-years-52309433,1/13/2018,A look at Facebook's changes over the years in what you see - ABC News,bbc.com,http://abcnews.go.com/Technology
48,Ptrs,True,True,facebook,POS,http://a.abcnews.com/images/Technology/WireAP_932b3e1a8d704cb78791f6ae7ed5cdb9_16x9_992.jpg,http://abcnews.go.com/Technology/wireStory/facebook-edits-feeds-bring-news-sharing-52301113,1/13/2018,"Facebook edits feeds to bring less news, more sharing - ABC News",bbc.com,http://abcnews.go.com/Technology
49,Ptrs,True,True,wells-fargo,POS,https://thenypost.files.wordpress.com/2018/01/wells-fargo-results.jpg?quality=90&strip=all&w=1200,https://nypost.com/2018/01/12/tax-bill-helps-push-wells-fargo-to-fourth-quarter-gain/,1/13/2018,Tax bill helps push Wells Fargo to fourth-quarter gain | New York Post,abcnews.go.com,http://nypost.com/business/
50,Ptrs,True,True,facebook,NEG,https://thenypost.files.wordpress.com/2018/01/file-_usa_facebook.jpg?quality=90&strip=all&w=1200,https://nypost.com/2018/01/12/wall-street-not-a-fan-of-facebooks-new-news-feed/,1/13/2018,Wall Street not a fan of Facebooks new News Feed | New York Post,abcnews.go.com,http://nypost.com/business/
51,Ptrs,True,True,uber,NEG,http://www.trbimg.com/img-579f4465/turbine/ct-uber-didi-chuxing-china-20160801,http://www.chicagotribune.com/bluesky/ct-uber-didi-chuxing-china-20160801-story.html#nt=barker&bn=Barker%2006%20-%20In%20Case%20You%20Missed%20It,1/13/2018,Uber&apos;s Chinese rival acquiring its China operations - Chicago Tribune,nypost.com,http://www.chicagotribune.com/business/
52,Ptrs,True,True,equifax,NEG,http://www.trbimg.com/img-5a57757d/turbine/ct-biz-equifax-hack-fines-20180111,http://www.chicagotribune.com/business/ct-biz-equifax-hack-fines-20180111-story.html#nt=oft13a-7gp1,1/13/2018,Senators want &apos;massive&apos; fines for data breaches at Equifax and other credit reporting firms - Chicago Tribune,nypost.com,http://www.chicagotribune.com/business/
53,Ptrs,True,True,intel,NEG,http://www.trbimg.com/img-5a57d9e2/turbine/ct-biz-intel-ceo-stock-sale-20180111,http://www.chicagotribune.com/business/ct-biz-intel-ceo-stock-sale-20180111-story.html#nt=oft13a-7gp1,1/13/2018,Timing of $24 million stock sale by Intel CEO draws fire - Chicago Tribune,nypost.com,http://www.chicagotribune.com/business/
54,Ptrs,True,True,facebook,NEG,http://www.trbimg.com/img-5a5854a6/turbine/ct-facebook-news-feed-20180111,http://www.chicagotribune.com/bluesky/technology/ct-facebook-news-feed-20180111-story.html#nt=oft13a-4gp1,1/13/2018,"Facing critics, Facebook wants news feeds to be more &apos;meaningful&apos; - Chicago Tribune",nypost.com,http://www.chicagotribune.com/business/
55,Ptrs,True,True,ford,POS,https://s.yimg.com/uu/api/res/1.2/M0G0KNhWXKg171tva2V85A--~B/aD0zMDk4O3c9NTE2NDtzbT0xO2FwcGlkPXl0YWNoeW9u/http://media.zenfs.com/en/homerun/feed_manager_auto_publish_494/d2dbe17cf13a7f01012e3d1b7ceae197,https://finance.yahoo.com/news/ford-will-begin-testing-self-driving-cars-unnamed-city-171704548.html,1/13/2018,Ford to test self-driving cars,foxbusiness.com,https://finance.yahoo.com/tech/
56,Ptrs,True,True,intel,POS,https://s.yimg.com/uu/api/res/1.2/DtozLBJp8CZ2hTKY.GNwfg--~B/aD0yMzYwO3c9MzUwMDtzbT0xO2FwcGlkPXl0YWNoeW9u/http://media.zenfs.com/en/homerun/feed_manager_auto_publish_494/4cfd6737574653e1c0b6ca8b876e2eaa,https://finance.yahoo.com/news/intel-wants-drone-fly-around-160423574.html,1/13/2018,Intel wants the Volocopter 2X to fly you around,foxbusiness.com,https://finance.yahoo.com/tech/
57,Ptrs,True,True,honda,POS,https://s.yimg.com/uu/api/res/1.2/V47RQqy0Ub.SzDCpxkXuxA--~B/aD0zNTA0O3c9NTI1NjtzbT0xO2FwcGlkPXl0YWNoeW9u/http://media.zenfs.com/en/homerun/feed_manager_auto_publish_494/29f40985f2a2ebe8febb5dc38cebd41b,https://finance.yahoo.com/news/honda-wants-prove-robots-can-help-not-kill-182331869.html,1/13/2018,Honda's robots are huggable and helpful,foxbusiness.com,https://finance.yahoo.com/tech/
58,Ptrs,True,True,apple,NEG,https://img.huffingtonpost.com/asset/5a4587642100003e005f62e1.jpeg?ops=1910_1000,https://www.huffingtonpost.com/entry/apple-apologizes-for-slowing-iphones_us_5a457c1de4b06d1621b7dea9?section=us_business,1/13/2018,"Apple Apologizes For Slowed iPhones, Drops Price Of Battery Replacements | HuffPost",nbcnews.com,https://www.huffingtonpost.com/section/business/
59,Ptrs,True,True,apple,NEG,https://img.huffingtonpost.com/asset/5a3f27f51c0000220068d22e.jpeg?ops=1910_1000,https://www.huffingtonpost.com/entry/apple-lawsuit-slow-iphones_us_5a3edcd6e4b0b0e5a7a293fc?section=us_business,1/13/2018,Apple Hit With Lawsuits After Admitting It Intentionally Slowed Down iPhones | HuffPost,nbcnews.com,https://www.huffingtonpost.com/section/business/
60,Ptrs,True,True,ford,NEG,https://img.huffingtonpost.com/asset/5a588b881e00003d00c96f00.jpeg?ops=1910_1000,https://www.huffingtonpost.com/entry/ford-pickup-recall-airbag-death_us_5a588971e4b04df054f7de95?section=us_business,1/13/2018,Ford Urges Thousands Of Pickup Owners To Stop Driving After New Airbag Death | HuffPost,nbcnews.com,https://www.huffingtonpost.com/section/business/
61,Ptrs,True,True,apple,NEG,http://s.newsweek.com/sites/www.newsweek.com/files/styles/full/public/2018/01/11/apple-icloud-chinese-migration-china.jpg,http://www.newsweek.com/apple-icloud-users-united-states-swept-chinese-migration-778070,1/13/2018,Apple iCloud Users in United States Swept up in Data Migration to Chinese Company,newser.com,http://www.newsweek.com/business
62,Ptrs,True,True,goldman,POS,https://www.gannett-cdn.com/-mm-/fc6c4ade4c8230beb5a8d47a20ed0e0f97ff56ea/c=0-293-5760-3547&r=x1683&c=3200x1680/local/-/media/2017/12/29/USATODAY/USATODAY/636501316897819767-AP17363432267196.jpg,https://www.usatoday.com/story/money/personalfinance/2018/01/12/home-improvement-loans-goldman-sachs-offers-more-consumer-financing/1028107001/,1/13/2018,Home improvement loans: Goldman Sachs offers consumer financing,newsweek.com,https://www.usatoday.com/money/business/
63,Ptrs,True,True,wells-fargo,NEG,https://www.washingtonpost.com/rf/image_1484w/2010-2019/Wires/Online/2018-01-12/Bloomberg/Images/wells-fargo-earnings-it-still-can-t-seem-to-fix-its-wagon.jpg?t=20170517,https://www.washingtonpost.com/business/wells-fargo-still-cant-quite-seem-to-fix-its-wagon-gadfly/2018/01/12/4998b316-f7b4-11e7-9af7-a50bc3300042_story.html,1/13/2018,Wells Fargo Still Cant Quite Seem to Fix Its Wagon: Gadfly - The Washington Post,www.usatoday.com/money,https://www.washingtonpost.com/business/
64,Ptrs,True,True,intel,NEG,https://www.washingtonpost.com/rf/image_1484w/2010-2019/Wires/Images/2015-01-06/Reuters/2015-01-07T021903Z_01_LAV117_RTRIDSP_3_USA-BUSINESS.jpg?t=20170517,https://www.washingtonpost.com/news/business/wp/2018/01/11/24-million-stock-sale-by-intel-ceo-draws-fire/,1/13/2018,Timing of $24 million stock sale by Intel CEO draws scrutiny - The Washington Post,www.usatoday.com/money,https://www.washingtonpost.com/business/
65,Ptrs,True,True,jpmorgan,NEG,https://www.washingtonpost.com/rf/image_1484w/2010-2019/Wires/Online/2018-01-12/Bloomberg/Images/jpmorgan-chase-earnings-more-behemoth-less-bank.jpg?t=20170517,https://www.washingtonpost.com/business/jpmorgan-chase-becomes-more-behemoth-by-being-less-bank-gadfly/2018/01/12/1628bf00-f7a8-11e7-9af7-a50bc3300042_story.html,1/13/2018,JPMorgan Chase Becomes More Behemoth by Being Less Bank: Gadfly - The Washington Post,www.usatoday.com/money,https://www.washingtonpost.com/business/
66,Ptrs,True,True,wal-mart,NEG,https://www.washingtonpost.com/rf/image_1484w/2010-2019/Wires/Online/2018-01-12/Bloomberg/Images/sam-s-club-closings-smart-walmart-move-dumb-pr.jpg?t=20170517,https://www.washingtonpost.com/business/wal-marts-sams-club-closings-smart-move-dumb-pr-gadfly/2018/01/12/577a7458-f7b7-11e7-9af7-a50bc3300042_story.html,1/13/2018,"Wal-Marts Sams Club Closings: Smart Move, Dumb PR: Gadfly - The Washington Post",www.usatoday.com/money,https://www.washingtonpost.com/business/
67,Ptrs,True,True,facebook,NEG,https://www.washingtonpost.com/rf/image_1484w/2010-2019/Wires/Online/2018-01-12/Bloomberg/Images/2018-01-12_mark-zuckerberg-just-blew-up-facebook-from-the-inside-1.png?t=20170517,https://www.washingtonpost.com/business/mark-zuckerberg-just-blew-up-facebook-from-the-inside-gadfly/2018/01/12/79a71766-f7ad-11e7-9af7-a50bc3300042_story.html,1/13/2018,Mark Zuckerberg Just Blew Up Facebook From the Inside: Gadfly - The Washington Post,www.usatoday.com/money,https://www.washingtonpost.com/business/
68,Ptrs,True,True,facebook,POS,https://www.gannett-cdn.com/-mm-/2277f1d32451e8fd9b67f7d94e8b455df3d488cb/c=0-43-580-369&r=x803&c=1600x800/local/-/media/2017/12/18/USATODAY/usatsports/MotleyFool-TMOT-0fc7b889-news-feed1_large.jpg,https://www.usatoday.com/story/tech/2018/01/11/facebook-newsfeed-big-change/1023331001/,1/13/2018,Facebook news feed: The giant social network is making a big change,wsj.com,https://www.usatoday.com
69,Ptrs,True,True,facebook,POS,http://www.telegraph.co.uk/content/dam/technology/2017/02/02/JS118308219-zuckerberg-ap-xlarge_trans_NvBQzQNjv4BqbH1477TFB5ofB6sXYxNwhKv_3tpgP-HFMp31C93qXUI.jpg,http://www.telegraph.co.uk/technology/2018/01/12/facebooks-alternative-news-feed-might-make-meaningful-business/,2018-01-12,Facebooks alternative news feed might make it more meaningful - but its all about business,usatoday.com,http://www.telegraph.co.uk/business/companies
70,Ptrs,True,True,facebook,NEG,http://www.telegraph.co.uk/content/dam/news/2018/01/11/TELEMMGLPICT000149800232-xlarge_trans_NvBQzQNjv4BqP4pV-m6laGcMQMbuKYgJGRQ6uD2cVhFSMVWodf3KFNg.jpeg,http://www.telegraph.co.uk/business/2018/01/13/facebooks-latest-change-wont-stop-scourge-fake-news-needs-do/,2018-01-13,Facebook's latest change won't stop the scourge of fake news. It needs to do more,usatoday.com,http://www.telegraph.co.uk/business/companies
71,Ptrs,True,True,facebook,NEG,https://assets.bwbx.io/images/users/iqjWHBFdfxIU/idTln.uyyya0/v1/1200x826.jpg,https://www.bloomberg.com/news/articles/2018-01-12/zuckerberg-s-change-of-heart-just-cost-facebook-ceo-2-9-billion,1/13/2018,Mark Zuckerbergs Change of Heart Just Cost Him $3.3 Billion - Bloomberg,telegraph.co.uk,https://www.bloomberg.com/europe
72,Ptrs,True,True,facebook,NEG,https://assets.bwbx.io/images/users/iqjWHBFdfxIU/iz58rq0Im_lw/v0/1200x800.jpg,https://www.bloomberg.com/news/articles/2018-01-12/facebook-ceo-unveils-news-feed-changes-says-engagement-may-fall,1/13/2018,Facebook Changes Could Mean Less Time Spent on Site; Shares Fall - Bloomberg,telegraph.co.uk,https://www.bloomberg.com/europe
73,Ptrs,True,True,tesla,NEG,https://media.npr.org/include/images/facebook-default-wide.jpg?s=1400,https://www.npr.org/2018/01/12/577565279/tesla-faces-complaints-over-harassment-and-racial-tensions,1/13/2018,Tesla Faces Complaints Over Harassment And Racial Tensions : NPR,theguardian.com,https://www.npr.org/sections/business/
74,Ptrs,True,True,wal-mart,NEG,https://media.npr.org/include/images/facebook-default-wide.jpg?s=1400,https://www.npr.org/2018/01/12/577713374/wal-mart-closes-63-sams-club-stores-leaving-11-000-employees-without-work,1/13/2018,"Wal-Mart Closes 63 Sam's Club Stores, Leaving 11,000 Employees Without Work : NPR",theguardian.com,https://www.npr.org/sections/business/
