,Article,Date,Image,Title
94,http://www.newsweek.com/elon-musk-fix-puerto-rico-power-solar-tesla-batteries-679406,,http://s.newsweek.com/sites/www.newsweek.com/files/2017/10/06/elon-musk-puerto-rico-power.jpg,Elon Musk Says He Can Fix Puerto Ricos Energy Crisis with Solar Panels and Batteries
95,https://www.gomnlt.com/gci/usa-today/?utm_source=usa-today&utm_medium=navweblink&utm_campaign=GCI,,http://startmoonlighting.com/ogimages/1.jpg,Find & Hire Local Freelancers for any Project
96,https://www.usatoday.com/story/tech/columnist/baig/2017/11/13/what-life-like-when-computers-disappear/843489001/,,https://www.gannett-cdn.com/-mm-/4b5baafc58598550520734a7ef1a96fe10085750/c=12-0-1428-800&r=x803&c=1600x800/local/-/media/2017/10/30/USATODAY/USATODAY/636449685975239452-EchoDotfeature.jpg,What life will be life when the computer disappears?
97,https://www.usatoday.com/story/money/energy/2017/11/11/supermajors-shell-and-exxonmobil-square-off-top-spot-oil/843854001/,,https://www.gannett-cdn.com/-mm-/73d0c51d7092d111f30c6c876cceb8310bcb4ec2/c=0-34-580-360&r=x803&c=1600x800/local/-/media/2017/11/01/USATODAY/usatsports/getty-row-of-oil-pumps_large.jpg,Supermajors Shell and ExxonMobil square off for the top spot in oil
98,https://www.usatoday.com/story/money/retail/2017/11/13/target-ceo-brian-cornell-says-he-still-sees-many-opportunities-retail/858021001/,,https://www.gannett-cdn.com/-mm-/fb10d33f480bb7fe5c051f6934d69beaf449eea2/c=0-456-5393-3503&r=x1683&c=3200x1680/local/-/media/2017/11/13/USATODAY/USATODAY/636461662389234135-AP17314696370803.jpg,Target CEO Brian Cornell still sees many opportunities in retail
99,https://www.washingtonpost.com/news/on-leadership/wp/2017/11/08/hustlin-is-out-doing-the-right-thing-is-in-uber-has-rewritten-its-notorious-list-of-core-values/,,https://www.washingtonpost.com/rf/image_1484w/2010-2019/WashingtonPost/2017/08/28/National-Economy/Images/Uber_CEO_61334-3fed8.jpg?t=20170517,Hustlin is out. Doing the right thing is in. Uber has rewritten its notorious list of core values. - The Washington Post
100,https://www.washingtonpost.com/news/the-switch/wp/2017/11/13/missouri-launches-investigation-into-googles-handling-of-consumer-data/,,https://www.washingtonpost.com/rf/image_1484w/2010-2019/WashingtonPost/2017/10/31/Editorial-Opinion/Images/AFP_TV3NI-2377.jpg?t=20170517,Missouri launches investigation into Googles handling of consumer data - The Washington Post
101,https://www.washingtonpost.com/news/grade-point/wp/2017/11/13/a-college-party-was-so-massive-it-crashed-straight-through-the-apartment-floor/?utm_term=.bcb7818f5e1f,,https://www.washingtonpost.com/pbox.php?url=http://www.washingtonpost.com/news/grade-point/wp-content/uploads/sites/42/2017/11/Screen-Shot-2017-11-13-at-12.03.04-PM.jpg&w=1484&op=resize&opt=1&filter=antialias&t=20170517,A college party was so massive it crashed straight through the apartment floor - The Washington Post
102,https://www.wsj.com/articles/softbank-calls-uber-to-get-to-ride-hailing-network-goal-1510575441,2017-11-13,https://si.wsj.net/public/resources/images/BN-WC394_3aRwy_TOP_20171113054526.jpg,"
      SoftBanks Big Bet on Ride Hailing Takes Step Forward With Uber - WSJ
    "
103,https://www.wsj.com/articles/softbanks-uber-deal-shows-doubts-about-ride-hailing-1510570476,2017-11-13,https://si.wsj.net/public/resources/images/BN-WC383_3hLu6_TOP_20171113044238.jpg,"
      SoftBanks Uber Deal Shows Doubts About Ride-Hailing - WSJ
    "
104,https://www.wsj.com/articles/uber-set-to-announce-softbank-deal-after-kalanick-benchmark-reach-terms-1510516418,2017-11-13,https://si.wsj.net/public/resources/images/BN-WC208_3i4nL_TOP_20171112144845.jpg,"
      Uber Board Settles Feud, Clearing Way for SoftBank Deal - WSJ
    "
105,https://www.wsj.com/articles/ubers-driver-dilemma-fare-hikes-and-cuts-dont-change-pay-1510491602,2017-11-12,https://si.wsj.net/public/resources/images/BN-WC124_3i0Vi_TOP_20171111110138.jpg,"
      Ubers Driver Dilemma: Fare Hikes and Cuts Dont Change Pay  - WSJ
    "
106,https://www.wsj.com/articles/missouri-attorney-general-launches-probe-into-googles-business-practices-1510592964,2017-11-13,https://si.wsj.net/public/resources/images/BN-WC533_GOOGMI_SOC_20171113134104.jpg,"
      Missouri Attorney General Launches Probe Into Googles Business Practices - WSJ
    "
107,https://itunes.apple.com/us/app/the-wall-street-journal./id364387007?mt=8,,http://is1.mzstatic.com/image/thumb/Purple128/v4/9b/2e/c2/9b2ec294-9e18-df75-10c6-39a9280c6b11/source/1200x630bb.jpg,The Wall Street Journal. on the App Store
108,https://www.microsoft.com/store/apps/9wzdncrfj4nb?ocid=badge,,https://store-images.microsoft.com/image/apps.31342.9007199266245573.6cebbdc9-8d9b-4d2d-9719-7124e74a27c7.b42c3097-57b2-4c74-87ff-9849772c84f2?w=120&h=120&q=60,  The Wall Street Journal. - Microsoft Store 
109,https://www.wsj.com/articles/without-humans-artificial-intelligence-is-still-pretty-stupid-1510488000,2017-11-12,https://si.wsj.net/public/resources/images/BN-WB438_KEYWOR_SOC_20171109145625.jpg,"
      Without Humans, Artificial Intelligence Is Still Pretty Stupid  - WSJ
    "
110,https://blogs.wsj.com/cio/2017/11/13/the-morning-download-business-intelligence-pioneer-michael-saylor-rebuilds-microstrategy-for-era-of-self-service-tools/,,https://si.wsj.net/public/resources/images/BN-WC431_CIO_11_P_20171113081817.jpg,"
        The Morning Download: Business Intelligence Pioneer Michael Saylor Rebuilds MicroStrategy for Era of Self-Service Tools  - CIO Journal. - WSJ
    "
111,https://www.wsj.com/articles/wsj-wealth-adviser-briefing-morgan-stanleys-protocol-exit-401-k-studies-adviser-voice-1509442813,,http://s.wsj.net/blogs/img/WSJ_Logo_BlackBackground_1200x630social,"
        WSJ Wealth Adviser Briefing: Morgan Stanleys Protocol Exit, 401(k) Studies, Adviser Voice - MoneyBeat - WSJ
    "
112,https://www.wsj.com/articles/the-light-bulb-finally-goes-on-at-ge-1510589980?tesla=y,2017-11-13,https://si.wsj.net/public/resources/images/BN-WC456_3ii4p_TOP_20171113111156.jpg,"
      The Light Bulb Finally Goes On at GE  - WSJ
    "
113,https://www.usatoday.com/story/life/tv/2017/11/13/lord-rings-adaptation-gets-multi-season-amazon-deal/859029001/,,https://www.gannett-cdn.com/-mm-/83ea1ee1cec14012e1450b8af9ddba6cf9a8ea78/c=0-1-1820-1029&r=x803&c=1600x800/local/-/media/2017/11/13/USATODAY/USATODAY/636461784865468323-LORD-RINGS-FELLOWSHIP.jpg,'Lord of the Rings' adaptation gets multi-season Amazon deal
114,https://www.usatoday.com/story/tech/2017/11/13/uber-seals-multibillion-dollar-investment-softbank/857520001/,,https://www.gannett-cdn.com/-mm-/43c01af1821e4f2244bcfec6056ada2c496cf1dc/c=0-399-4745-3080&r=x1683&c=3200x1680/local/-/media/2017/11/13/USATODAY/USATODAY/636461470113306913-AP-UBER-SOFTBANK-INVESTMENT-95294897.JPG,Uber seals multibillion-dollar investment from Softbank
115,https://www.usatoday.com/story/news/politics/2017/11/13/roy-moore-threatens-lawsuit-over-sex-abuse-story-threatens-his-u-s-senate-campaign/857598001/,,https://www.gannett-cdn.com/-mm-/266011e5f0ec820001dcce67bf2d2a46fb78a6bd/c=0-371-5177-3296&r=x1683&c=3200x1680/local/-/media/2017/11/10/USATODAY/USATODAY/636459202275352974-AP-ALABAMA-SENATE-MOORE-95199901.JPG,Roy Moore: New accuser expected to allege sexual assault
116,http://ftw.usatoday.com/2017/11/poker-best-hands-2017-world-series-of-poker-europe-winner-marti-roca-de-torres-flops-straight-video,,https://usatftw.files.wordpress.com/2017/11/wu4k5z.jpg?w=1024&h=576&crop=1,Poker champ wins monster 829K chip purse with incredibly lucky flop | For The Win
117,http://www.reviewed.com/home-outdoors/features/16-things-that-will-make-your-winter-more-bearable?utm_source=usat&utm_medium=referral&utm_campaign=collab,"November 08, 201","http://a3.images.reviewed.com/image/fetch/s---LOgnheN--/b_white,c_fill,cs_srgb,f_auto,fl_progressive.strip_profile,g_center,q_jpegmini,w_1200/https://reviewed-production.s3.amazonaws.com/1510176984000/hero2.jpg","
      16 things that will make your winter more bearable - Reviewed.com
  "
118,https://itunes.apple.com/us/podcast/usa-today-talking-tech/id658291823?mt=2,,http://is5.mzstatic.com/image/thumb/Music117/v4/44/6e/65/446e65d5-10bb-ae6d-cb16-0d89dc6ca28c/source/1200x630bb.jpg,USA Today Talking Tech by Wondery on Apple Podcasts
119,http://dating.telegraph.co.uk/s/?utm_source=tmg&utm_medium=nav_A-Z&utm_campaign=none,,https://dating.telegraph.co.uk/pics/i2/4/icons/4_facebook.jpg,Home Page - Online Dating - Telegraph Dating
120,http://www.telegraph.co.uk/business/2017/11/09/vodafone-backs-ultrafast-broadband-five-million-threat-bt/,2017-11-09,http://www.telegraph.co.uk/content/dam/business/2017/11/09/Vodafone-CityFibre-2-xlarge_trans_NvBQzQNjv4BqNadeZm0KzkFwpSYJhHDpPWclioocPp7CdIUOTtw1IRI.jpg,Vodafone backs ultrafast broadband for five million in threat to BT
121,https://www.bloomberg.com/news/articles/2017-11-12/uber-softbank-deal-is-said-to-near-approval-signing-imminent,,https://assets.bwbx.io/images/users/iqjWHBFdfxIU/iW2lVb0JOA_g/v0/1200x683.jpg,Uber Approves SoftBanks Multi-Billion Dollar Investment Offer - Bloomberg
122,https://www.bloomberg.com/features/2017-kubernetes/,,https://www.bloomberg.com/features/2017-kubernetes/img/social.jpg,How Many Coders Does It Take to Turn On a Lightbulb? 
123,https://www.bloomberg.com/news/articles/2017-11-12/emirates-orders-boeing-dreamliners-at-dubai-for-15-1-billion,,https://assets.bwbx.io/images/users/iqjWHBFdfxIU/i8jqbooOhjxM/v1/1200x800.jpg,Airbus Suffers Dubai Blow as Boeing Wins Surprise 787 Deal - Bloomberg
124,https://www.bloomberg.com/news/articles/2017-11-12/trump-showing-he-can-be-played-former-intelligence-chiefs-say,,https://assets.bwbx.io/images/users/iqjWHBFdfxIU/iLIJdePRLgfk/v1/1200x800.jpg,"Trump Can Be Played, Ex-Intelligence Chiefs Say - Bloomberg"
125,https://www.bloomberg.com/news/articles/2017-11-12/trump-says-he-stands-with-intel-agencies-on-russia-meddling,,https://assets.bwbx.io/images/users/iqjWHBFdfxIU/iI2yZYeRaiQ4/v1/1200x800.jpg,Trump Says He Stands With Intel Agencies on Russia Meddling - Bloomberg
126,https://www.bloomberg.com/news/articles/2017-11-13/ramaphosa-urges-anc-to-correct-its-ways-as-targets-5-growth,,https://assets.bwbx.io/images/users/iqjWHBFdfxIU/iGtsoXopgU3E/v0/1200x800.jpg,Ramaphosa Urges ANC to Correct Its Ways as Targets 5% Growth - Bloomberg
127,https://www.bloomberg.com/news/articles/2017-11-13/the-mercedes-benz-amg-gtr-is-the-car-i-won-t-forget-from-2017,,https://assets.bwbx.io/images/users/iqjWHBFdfxIU/inIemuseTrU0/v0/1200x800.jpg,The Mercedes-Benz AMG GTR Is the Car I Wont Forget From 2017 - Bloomberg
128,https://www.theguardian.com/commentisfree/2017/nov/13/uber-lost-appeal-workers-employment-rights,,https://i.guim.co.uk/img/media/ac6b7c18b7d3d72bd3643debca6cc9c7285b16a2/0_401_4611_2767/master/4611.jpg?w=1200&h=630&q=55&auto=format&usm=12&fit=crop&crop=faces%2Centropy&bm=normal&ba=bottom%2Cleft&blend64=aHR0cHM6Ly91cGxvYWRzLmd1aW0uY28udWsvMjAxNy8xMC8wNi9vcGluaW9uc19vdmVybGF5LWZhY2Vib29rLnBuZz90ZXN0&s=fc57eb812900e5a2ee5f9a05940cd109,"Yes, Uber has lost its ludicrous appeal. But will its drivers get their rights? | Jason Moyer-Lee | Opinion | The Guardian"
129,https://www.theguardian.com/media/2017/nov/13/channel-4-tv-ad-alliance-google-facebook,,https://i.guim.co.uk/img/media/a3cb1fc38829d5fda2d7e2d2a271f5958e82c1f4/0_159_2835_1701/master/2835.jpg?w=1200&h=630&q=55&auto=format&usm=12&fit=crop&crop=faces%2Centropy&bm=normal&ba=bottom%2Cleft&blend64=aHR0cHM6Ly91cGxvYWRzLmd1aW0uY28udWsvMjAxNi8wNS8yNS9vdmVybGF5LWxvZ28tMTIwMC05MF9vcHQucG5n&s=beb5c5a3d6b068f8cce525af5c9075c4,Channel 4 in European TV ad alliance to take on Google and Facebook | Media | The Guardian
130,"https://membership.theguardian.com/supporter?INTCMP=mem_int_web_newheader&acquisitionData=%7B""source"":""GUARDIAN_WEB"",""componentType"":""ACQUISITIONS_HEADER"",""componentId"":""mem_int_web_newheader"",""campaignCode"":""mem_int_web_newheader""%7D",,https://membership.theguardian.com/assets/dist/images/common/4aaba589/mem600.jpg, Supporters | The Guardian Members 
131,"https://membership.theguardian.com/supporter?INTCMP=DOTCOM_HEADER_BECOMEMEMBER_INT&acquisitionData=%7B""source"":""GUARDIAN_WEB"",""componentType"":""ACQUISITIONS_HEADER"",""componentId"":""DOTCOM_HEADER_BECOMEMEMBER_INT"",""campaignCode"":""DOTCOM_HEADER_BECOMEMEMBER_INT""%7D",,https://membership.theguardian.com/assets/dist/images/common/4aaba589/mem600.jpg, Supporters | The Guardian Members 
132,"https://membership.theguardian.com/supporter?INTCMP=NGW_FOOTER_INT_GU_MEMBERSHIP&acquisitionData=%7B""source"":""GUARDIAN_WEB"",""componentType"":""ACQUISITIONS_FOOTER"",""componentId"":""NGW_FOOTER_INT_GU_MEMBERSHIP"",""campaignCode"":""NGW_FOOTER_INT_GU_MEMBERSHIP""%7D",,https://membership.theguardian.com/assets/dist/images/common/4aaba589/mem600.jpg, Supporters | The Guardian Members 
133,"https://contribute.theguardian.com?INTCMP=gdnwb_copts_memco_dotcom_footer&acquisitionData=%7B""source"":""GUARDIAN_WEB"",""componentType"":""ACQUISITIONS_FOOTER"",""componentId"":""gdnwb_copts_memco_dotcom_footer"",""campaignCode"":""gdnwb_copts_memco_dotcom_footer""%7D",,https://contribute.theguardian.com/assets/dist/images/0405a6e6f7ad98d8/twitter-card.png,Support the Guardian | Contribute today
134,https://www.theguardian.com/business/2017/nov/13/co-op-buys-nisa-for-143m-after-members-back-takeover,,https://i.guim.co.uk/img/media/a54ea9f47b597f5728d7d00025ed79fa6746419c/0_134_2848_1709/master/2848.jpg?w=1200&h=630&q=55&auto=format&usm=12&fit=crop&crop=faces%2Centropy&bm=normal&ba=bottom%2Cleft&blend64=aHR0cHM6Ly91cGxvYWRzLmd1aW0uY28udWsvMjAxNi8wNS8yNS9vdmVybGF5LWxvZ28tMTIwMC05MF9vcHQucG5n&s=356427fedb3eab8c1f33cc7330a44dd0,Co-op buys Nisa for 143m after members back takeover | Business | The Guardian
135,https://www.npr.org/sections/thetwo-way/2017/11/10/563248843/uber-loses-appeal-in-u-k-as-tribunal-reiterates-that-drivers-are-workers,,https://media.npr.org/assets/img/2017/11/10/gettyimages-851289772_wide-19ef4a1b5d7bec196d52cb1f89cb079990df591a.jpg?s=1400,Uber Loses Appeal In U.K. As Tribunal Reiterates That Drivers Are Workers : The Two-Way : NPR
